song_id,song,artist,reentry_date,previous_rank,reentry_rank,rank_jump,previous_popularity,reentry_popularity,popularity_change,popularity_change_rate,peak_rank_after_reentry,peak_date,peak_improvement,retention_days,rank_recovery_speed,rank_volatility,momentum_score
Christmas Love - Jimin,Christmas Love,Jimin,2024-12-09,47,40,7,69,70,1,1.4492753623188406,24,2024-12-25,16,20,1.0,7.58931045195113,6.662318840579711
Who (Rock Remix) - Jimin,Who (Rock Remix),Jimin,2025-08-28,35,42,-7,63,63,0,0.0,16,2025-10-07,26,92,0.65,6.7420247670253834,6.63
Christmas Love - Jimin,Christmas Love,Jimin,2024-06-21,50,48,2,68,68,0,0.0,24,2024-12-25,24,191,0.12834224598930483,8.888117250457912,6.62566844919786
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-08,28,50,-22,69,69,0,0.0,24,2024-12-25,26,51,0.5531914893617021,7.369020115790071,6.610638297872341
Drama - aespa,Drama,aespa,2025-05-03,50,47,3,83,82,-1,-1.2048192771084338,25,2025-05-24,22,163,1.0476190476190477,3.3619979629723606,6.60952380952381
ETA - NewJeans,ETA,NewJeans,2025-04-18,49,50,-1,81,81,0,0.0,25,2025-05-02,25,202,1.7857142857142858,3.2616434522698814,6.607142857142858
With you - Jimin & HA SUNG WOON,With you,Jimin & HA SUNG WOON,2025-01-23,50,28,22,77,74,-3,-3.896103896103896,28,2025-01-23,0,1,0.0,0.0,6.6
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-08-14,35,49,-14,62,62,0,0.0,23,2025-10-07,26,106,0.48148148148148145,6.275520217977431,6.5962962962962965
double take - Dhruv,double take,Dhruv,2025-10-19,50,41,9,82,82,0,0.0,30,2025-10-21,11,21,5.5,7.025526648683217,6.549999999999999
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-24,49,46,3,69,69,0,0.0,24,2024-12-25,22,35,0.7096774193548387,6.784377479015874,6.541935483870968
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-06-09,41,44,-3,58,58,0,0.0,18,2024-11-30,26,407,0.14942528735632185,2.7293537757005253,6.529885057471264
Welcome to the Show - DAY6,Welcome to the Show,DAY6,2025-04-18,46,48,-2,67,67,0,0.0,22,2025-10-15,26,223,0.14444444444444443,4.67717153274449,6.528888888888889
Welcome to the Show - DAY6,Welcome to the Show,DAY6,2025-04-02,47,48,-1,65,65,0,0.0,22,2025-10-15,26,239,0.1326530612244898,4.583798760053102,6.526530612244898
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-08-10,50,42,8,78,81,3,3.8461538461538463,30,2025-09-02,12,73,0.5217391304347826,5.292416727601593,6.465886287625419
ETA - NewJeans,ETA,NewJeans,2025-04-07,50,50,0,80,80,0,0.0,25,2025-05-02,25,213,1.0,3.100581682657842,6.45
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-10-08,44,49,-5,65,65,0,0.0,26,2025-10-15,23,50,3.2857142857142856,6.458929743966875,6.4071428571428575
A Psalm of Life - Lim Young Woong,A Psalm of Life,Lim Young Woong,2024-10-19,50,49,1,57,57,0,0.0,25,2024-12-03,24,132,0.5333333333333333,2.9124567776141914,6.406666666666666
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-22,48,49,-1,69,69,0,0.0,24,2024-12-25,25,37,0.7575757575757576,6.641179349926844,6.401515151515151
Drama - aespa,Drama,aespa,2025-04-20,49,50,-1,83,83,0,0.0,25,2025-05-24,25,176,0.7352941176470589,3.35658335447656,6.397058823529412
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-11-04,50,47,3,65,65,0,0.0,26,2025-11-24,21,24,1.05,6.6332495807108,6.36
New Jeans - NewJeans,New Jeans,NewJeans,2025-01-09,41,50,-9,82,83,1,1.2195121951219512,26,2025-06-03,24,286,0.16551724137931034,3.4101484927947734,6.33798149705635
ETA - NewJeans,ETA,NewJeans,2024-11-30,50,49,1,85,85,0,0.0,25,2025-05-02,24,341,0.1568627450980392,3.5404063702423882,6.3313725490196076
Pump Up The Volume! - PLAVE,Pump Up The Volume!,PLAVE,2025-10-24,47,47,0,67,63,-4,-5.970149253731343,33,2025-10-25,14,10,14.0,6.200358412579424,6.300000000000001
Take Two - BTS,Take Two,BTS,2024-11-07,45,49,-4,86,85,-1,-1.1627906976744187,35,2024-11-08,14,11,14.0,5.458937625582473,6.300000000000001
NEMONEMO - YENA,NEMONEMO,YENA,2025-10-25,44,50,-6,68,68,0,0.0,36,2025-10-26,14,19,14.0,6.805952369383802,6.300000000000001
A Psalm of Life - Lim Young Woong,A Psalm of Life,Lim Young Woong,2024-10-21,49,45,4,57,57,0,0.0,25,2024-12-03,20,130,0.46511627906976744,2.901504845325666,6.293023255813954
ETA - NewJeans,ETA,NewJeans,2024-12-27,45,50,-5,83,83,0,0.0,25,2025-05-02,25,314,0.1984126984126984,3.5229553208504267,6.2896825396825395
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-26,50,46,4,80,80,0,0.0,26,2025-06-03,20,210,0.2898550724637681,3.619254557857379,6.257971014492754
Ditto - NewJeans,Ditto,NewJeans,2025-10-12,50,45,5,78,77,-1,-1.282051282051282,30,2025-10-15,15,25,5.0,9.926258723451548,6.25
Sudden Shower - ECLIPSE,Sudden Shower,ECLIPSE,2025-05-21,43,48,-5,76,77,1,1.3157894736842104,26,2025-06-02,22,74,1.8333333333333333,3.0071004408274242,6.1956140350877185
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2025-03-26,49,32,17,74,74,0,0.0,28,2025-04-04,4,26,0.4444444444444444,4.419230702282921,6.188888888888888
HERO - Lim Young Woong,HERO,Lim Young Woong,2024-10-27,50,49,1,56,56,0,0.0,26,2024-11-30,23,117,0.6764705882352942,3.888306750122547,6.185294117647059
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-28,46,48,-2,69,69,0,0.0,24,2024-12-25,24,31,0.8888888888888888,6.966057102629394,6.177777777777778
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-08-14,49,47,2,54,54,0,0.0,25,2025-10-21,22,106,0.3235294117647059,5.126087180286044,6.164705882352941
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-04-19,46,49,-3,66,67,1,1.5151515151515151,26,2025-10-15,23,222,0.12849162011173185,5.331564778786601,6.154486202810225
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-18,33,48,-15,69,69,0,0.0,24,2024-12-25,24,41,0.6486486486486487,6.476688968909963,6.12972972972973
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-04-14,50,48,2,66,66,0,0.0,26,2025-10-15,22,227,0.11956521739130435,5.2160230589716665,6.123913043478261
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-22,50,49,1,81,80,-1,-1.2345679012345678,26,2025-06-03,23,214,0.3150684931506849,3.5960316362103284,6.113013698630136
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-09-22,42,34,8,62,64,2,3.225806451612903,23,2025-10-07,11,67,0.7333333333333333,6.216320827314109,6.103118279569892
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,2024-10-22,48,49,-1,56,56,0,0.0,25,2024-12-08,24,122,0.5106382978723404,3.4497386858352335,6.102127659574468
Who (Acoustic Remix) - Jimin,Who (Acoustic Remix),Jimin,2025-08-14,34,42,-8,62,62,0,0.0,18,2025-10-07,24,106,0.4444444444444444,6.2088788920087365,6.088888888888889
New Jeans - NewJeans,New Jeans,NewJeans,2025-01-13,50,49,1,83,83,0,0.0,26,2025-06-03,23,282,0.16312056737588654,3.4201886883674737,6.082624113475177
ETA - NewJeans,ETA,NewJeans,2024-11-23,49,48,1,86,85,-1,-1.1627906976744187,25,2025-05-02,23,348,0.14375,3.499516632666534,6.078749999999999
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-04-25,49,48,1,55,55,0,0.0,25,2025-10-21,23,217,0.12849162011173185,5.0451799601649325,6.075698324022346
ETA - NewJeans,ETA,NewJeans,2025-02-23,48,49,-1,84,84,0,0.0,25,2025-05-02,24,256,0.35294117647058826,3.0598600432413514,6.070588235294117
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-20,47,50,-3,81,81,0,0.0,26,2025-06-03,24,216,0.32,3.5836390911756824,6.064
"yes, and? - Ariana Grande","yes, and?",Ariana Grande,2025-02-15,48,45,3,97,97,0,0.0,25,2025-03-13,20,33,0.7692307692307693,6.810938913900849,6.0538461538461545
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2024-10-04,44,46,-2,98,98,0,0.0,22,2025-02-21,24,350,0.17142857142857143,3.5222007946027154,6.034285714285715
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-06-03,47,49,-2,55,54,-1,-1.8181818181818181,25,2025-10-21,24,178,0.17142857142857143,5.099503446833591,6.034285714285715
New Jeans - NewJeans,New Jeans,NewJeans,2025-01-04,50,50,0,81,81,0,0.0,26,2025-06-03,24,291,0.16,3.5357772355995545,6.032
New Jeans - NewJeans,New Jeans,NewJeans,2025-01-01,48,50,-2,80,80,0,0.0,26,2025-06-03,24,294,0.1568627450980392,3.513749742319342,6.031372549019608
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-04-23,47,49,-2,55,55,0,0.0,25,2025-10-21,24,219,0.13259668508287292,5.016751279646902,6.026519337016574
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-03-02,38,34,4,76,76,0,0.0,15,2025-04-21,19,120,0.38,5.028007042373258,6.026
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,2024-06-05,48,49,-1,56,56,0,0.0,25,2024-12-08,24,261,0.12903225806451613,3.4221562090431568,6.025806451612903
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-04-01,47,49,-2,55,54,-1,-1.8181818181818181,25,2025-10-21,24,241,0.11822660098522167,4.846610937659369,6.023645320197044
Ditto - NewJeans,Ditto,NewJeans,2024-11-23,47,50,-3,84,84,0,0.0,27,2024-12-11,23,348,1.2777777777777777,3.5168608515702577,6.0055555555555555
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-10-01,44,41,3,64,64,0,0.0,23,2025-10-07,18,58,3.0,6.313445968724212,6.0
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-09-16,49,47,2,67,65,-2,-2.9850746268656714,26,2025-10-15,21,72,0.7241379310344828,5.426042560635005,5.994827586206896
New Jeans - NewJeans,New Jeans,NewJeans,2025-02-10,49,45,4,83,83,0,0.0,26,2025-06-03,19,254,0.168141592920354,3.4385297284089615,5.983628318584071
Christmas Love - Jimin,Christmas Love,Jimin,2024-12-05,46,47,-1,69,69,0,0.0,24,2024-12-25,23,24,1.15,7.5768174892434965,5.98
New Jeans - NewJeans,New Jeans,NewJeans,2025-04-27,48,40,8,81,80,-1,-1.2345679012345678,26,2025-06-03,14,178,0.3783783783783784,3.656497959012563,5.975675675675676
Face-off - Jimin,Face-off,Jimin,2025-06-26,40,47,-7,68,69,1,1.4705882352941175,31,2025-06-28,16,25,8.0,8.10273540155757,5.967647058823529
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-18,49,47,2,81,81,0,0.0,26,2025-06-03,21,218,0.2727272727272727,3.579900819700559,5.904545454545454
Ditto - NewJeans,Ditto,NewJeans,2024-11-08,49,43,6,85,85,0,0.0,27,2024-12-11,16,363,0.48484848484848486,3.447621331265407,5.8969696969696965
Hate You - Jung Kook,Hate You,Jung Kook,2024-12-27,49,47,2,85,84,-1,-1.1764705882352942,28,2025-01-03,19,94,2.7142857142857144,5.163218330596893,5.892857142857142
Drama - aespa,Drama,aespa,2025-05-11,47,46,1,83,83,0,0.0,25,2025-05-24,21,155,1.6153846153846154,3.4616128572799303,5.873076923076923
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-10-06,35,37,-2,76,77,1,1.3157894736842104,15,2025-04-21,22,267,0.1116751269035533,5.593103012115153,5.851282393801763
With you - Jimin & HA SUNG WOON,With you,Jimin & HA SUNG WOON,2024-07-05,43,50,-7,76,77,1,1.3157894736842104,28,2025-01-23,22,203,0.10891089108910891,11.0,5.850729546638874
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] - Jung Kook & BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-20,31,42,-11,82,82,0,0.0,21,2024-10-27,21,32,3.0,12.152674602736633,5.85
Closer to You (feat. Major Lazer) - Jung Kook,Closer to You (feat. Major Lazer),Jung Kook,2024-12-05,47,44,3,86,86,0,0.0,33,2024-12-06,11,186,11.0,4.790249708637935,5.85
Drama - aespa,Drama,aespa,2025-04-07,48,48,0,83,83,0,0.0,25,2025-05-24,23,189,0.48936170212765956,3.2442991015151548,5.847872340425532
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-05-30,47,46,1,56,56,0,0.0,24,2024-12-02,22,284,0.11827956989247312,3.1144823004794873,5.823655913978494
New Jeans - NewJeans,New Jeans,NewJeans,2024-11-03,49,48,1,85,84,-1,-1.1764705882352942,26,2025-06-03,22,353,0.10377358490566038,3.4797274625978627,5.820754716981132
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-08-28,50,48,2,81,81,0,0.0,30,2025-09-02,18,55,3.6,5.333910003425664,5.819999999999999
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-16,47,49,-2,81,81,0,0.0,26,2025-06-03,23,220,0.2911392405063291,3.5707832241580117,5.808227848101266
Ditto - NewJeans,Ditto,NewJeans,2024-11-21,49,47,2,84,84,0,0.0,27,2024-12-11,20,350,1.0,3.5143645127938634,5.8
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-02,48,49,-1,83,83,0,0.0,26,2025-06-03,23,234,0.24731182795698925,3.4946536370298817,5.799462365591398
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2024-07-07,35,44,-9,97,98,1,1.0309278350515463,22,2025-02-21,22,439,0.09606986899563319,3.423149259645409,5.776945932562013
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,2024-06-03,45,48,-3,56,56,0,0.0,25,2024-12-08,23,263,0.12234042553191489,3.4087388568985926,5.774468085106383
ETA - NewJeans,ETA,NewJeans,2025-03-02,47,44,3,84,84,0,0.0,25,2025-05-02,19,249,0.3114754098360656,3.116510462310532,5.712295081967214
Small girl (feat. D.O.) - Lee Young Ji,Small girl (feat. D.O.),Lee Young Ji,2025-09-13,47,50,-3,74,74,0,0.0,31,2025-09-17,19,19,4.75,4.688112099953284,5.7
Filter - BTS,Filter,BTS,2025-04-06,50,31,19,76,72,-4,-5.263157894736842,31,2025-04-06,0,2,0.0,0.0,5.7
HERO - Lim Young Woong,HERO,Lim Young Woong,2024-11-05,45,48,-3,57,57,0,0.0,26,2024-11-30,22,108,0.88,3.983866099545507,5.676
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2025-03-23,45,48,-3,73,74,1,1.36986301369863,28,2025-04-04,20,29,1.6666666666666667,5.390893098092535,5.675799086757991
VIBE (feat. Jimin of BTS) - TAEYANG,VIBE (feat. Jimin of BTS),TAEYANG,2024-05-24,49,43,6,68,68,0,0.0,28,2024-06-18,15,172,0.6,4.871335215064328,5.67
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-05-23,50,47,3,58,58,0,0.0,28,2024-12-08,19,274,0.09547738693467336,2.6966291919879763,5.669095477386935
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-10-02,50,48,2,57,57,0,0.0,28,2024-12-08,20,142,0.29850746268656714,2.787362728387456,5.659701492537313
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-11-06,47,43,4,65,65,0,0.0,26,2025-11-24,17,22,0.9444444444444444,6.768838490851695,5.638888888888889
New Jeans - NewJeans,New Jeans,NewJeans,2024-12-28,48,47,1,84,79,-5,-5.952380952380952,26,2025-06-03,21,298,0.1337579617834395,3.4894834354161968,5.576751592356688
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-05-30,50,49,1,58,58,0,0.0,28,2024-12-08,21,267,0.109375,2.702880339596541,5.5718749999999995
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-05-27,43,49,-6,80,80,0,0.0,29,2025-06-03,20,140,2.857142857142857,2.862579031321653,5.571428571428571
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-08-20,44,39,5,62,62,0,0.0,23,2025-10-07,16,100,0.3333333333333333,6.31530328294339,5.566666666666666
Somebody - Jung Kook,Somebody,Jung Kook,2024-12-12,50,48,2,86,86,0,0.0,37,2024-12-13,11,89,11.0,3.9081453401837556,5.550000000000001
New Jeans - NewJeans,New Jeans,NewJeans,2025-02-28,48,48,0,83,83,0,0.0,26,2025-06-03,22,236,0.23157894736842105,3.4837100469900397,5.5463157894736845
New Jeans - NewJeans,New Jeans,NewJeans,2025-02-14,43,48,-5,83,83,0,0.0,26,2025-06-03,22,250,0.2018348623853211,3.433275075869986,5.540366972477064
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-08-11,50,50,0,57,57,0,0.0,28,2024-12-08,22,194,0.18487394957983194,2.781372968644599,5.536974789915966
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-08-09,47,50,-3,58,57,-1,-1.7241379310344827,28,2024-12-08,22,196,0.18181818181818182,2.769764831573652,5.536363636363636
Christmas Love - Jimin,Christmas Love,Jimin,2024-12-17,42,33,9,70,71,1,1.4285714285714286,24,2024-12-25,9,12,1.125,8.039900496896713,5.532142857142857
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-06-10,43,46,-3,56,56,0,0.0,24,2024-12-02,22,273,0.12571428571428572,3.0615575004167748,5.525142857142857
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-06-02,49,50,-1,58,58,0,0.0,28,2024-12-08,22,264,0.1164021164021164,2.722328374267834,5.523280423280423
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-05-25,47,50,-3,58,58,0,0.0,28,2024-12-08,22,272,0.1116751269035533,2.6938238014522753,5.522335025380711
Ditto - NewJeans,Ditto,NewJeans,2025-08-03,50,47,3,78,79,1,1.282051282051282,30,2025-10-15,17,95,0.2328767123287671,5.8547758283302365,5.517088162978574
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-04-01,50,46,4,80,80,0,0.0,29,2025-06-03,17,196,0.2698412698412698,3.0653726794799487,5.503968253968254
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-10-06,46,44,2,65,65,0,0.0,26,2025-10-15,18,52,2.0,6.418522324787262,5.5
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-08-25,40,50,-10,81,81,0,0.0,30,2025-09-02,20,58,2.5,5.289370551247319,5.5
Hype Boy - NewJeans,Hype Boy,NewJeans,2024-12-30,50,46,4,84,81,-3,-3.571428571428571,29,2025-06-03,17,288,0.10967741935483871,3.0122191837436016,5.4719354838709675
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2025-02-05,46,50,-4,84,84,0,0.0,30,2025-02-14,20,39,2.2222222222222223,5.802180187184312,5.444444444444445
Spring Snow - 10CM,Spring Snow,10CM,2025-05-22,44,46,-2,69,72,3,4.3478260869565215,30,2025-05-31,16,23,1.7777777777777777,6.635337280879167,5.442512077294686
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-10-21,49,47,2,58,58,0,0.0,28,2024-12-08,19,123,0.3958333333333333,2.8282094780893523,5.429166666666666
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-11-20,50,46,4,65,65,0,0.0,32,2025-11-24,14,8,3.5,8.458783624621407,5.4
Ditto - NewJeans,Ditto,NewJeans,2025-10-05,45,50,-5,78,78,0,0.0,30,2025-10-15,20,32,2.0,8.2110588600561,5.4
New Jeans - NewJeans,New Jeans,NewJeans,2025-03-08,47,45,2,82,82,0,0.0,26,2025-06-03,19,228,0.21839080459770116,3.5466209845659096,5.393678160919539
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-01-04,46,48,-2,81,83,2,2.4691358024691357,29,2025-06-03,19,283,0.12666666666666668,3.017521457600204,5.392617283950617
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-10-22,31,35,-4,78,79,1,1.282051282051282,15,2025-04-21,20,251,0.11049723756906077,5.57535571493917,5.342612268026633
Haegeum - Agust D,Haegeum,Agust D,2024-06-21,45,50,-5,90,90,0,0.0,29,2024-08-12,21,127,0.40384615384615385,3.5809561496668953,5.3307692307692305
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-10-14,48,49,-1,57,57,0,0.0,28,2024-12-08,21,130,0.38181818181818183,2.809604302689833,5.326363636363636
double take - Dhruv,double take,Dhruv,2025-09-25,49,39,10,83,83,0,0.0,30,2025-10-21,9,45,0.34615384615384615,6.030244817292278,5.319230769230769
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-03-30,47,50,-3,80,80,0,0.0,29,2025-06-03,21,198,0.3230769230769231,3.0728125342669865,5.314615384615385
Hype Boy - NewJeans,Hype Boy,NewJeans,2024-12-11,50,50,0,85,84,-1,-1.1764705882352942,29,2025-06-03,21,307,0.1206896551724138,3.019364902951929,5.274137931034483
Hype Boy - NewJeans,Hype Boy,NewJeans,2024-10-22,48,50,-2,85,85,0,0.0,29,2025-06-03,21,357,0.09375,3.010145446611525,5.26875
Face-off - Jimin,Face-off,Jimin,2025-06-05,49,43,6,73,72,-1,-1.36986301369863,30,2025-06-19,13,46,0.9285714285714286,5.769224438109853,5.235714285714286
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2025-02-03,49,46,3,84,84,0,0.0,30,2025-02-14,16,41,1.4545454545454546,5.746671618761381,5.190909090909091
ETA - NewJeans,ETA,NewJeans,2025-03-15,45,43,2,82,82,0,0.0,25,2025-05-02,18,236,0.375,3.1212851394751016,5.175
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-03-26,49,47,2,84,80,-4,-4.761904761904762,29,2025-06-03,18,202,0.2608695652173913,3.072259478841649,5.152173913043478
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-06-01,50,48,2,84,84,0,0.0,30,2025-09-02,18,143,0.1935483870967742,4.834421424146419,5.138709677419355
Ditto - NewJeans,Ditto,NewJeans,2025-05-31,49,42,7,80,80,0,0.0,30,2025-10-15,12,159,0.08759124087591241,3.93868239839302,5.117518248175182
Haegeum - Agust D,Haegeum,Agust D,2024-06-16,49,48,1,90,90,0,0.0,29,2024-08-12,19,132,0.3333333333333333,3.585032638121087,5.116666666666666
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-04-04,49,48,1,80,80,0,0.0,29,2025-06-03,19,193,0.31666666666666665,3.0754089861510723,5.113333333333333
Ditto - NewJeans,Ditto,NewJeans,2025-09-25,49,45,4,79,78,-1,-1.2658227848101267,30,2025-10-15,15,42,0.75,7.9908802185157715,5.1000000000000005
Who (Shibuyakei Remix) - Jimin,Who (Shibuyakei Remix),Jimin,2025-11-20,48,41,7,66,66,0,0.0,31,2025-11-24,10,8,2.5,7.3844845618971915,5.1
Ditto - NewJeans,Ditto,NewJeans,2025-07-20,50,49,1,79,79,0,0.0,30,2025-10-15,19,109,0.21839080459770116,5.323793143755681,5.09367816091954
All Or Nothing - J Money & KingLee,All Or Nothing,J Money & KingLee,2025-01-17,30,26,4,45,52,7,15.555555555555555,26,2025-01-17,0,1,0.0,0.0,5.088888888888889
CARNIVAL - ¥$ & Kanye West & Ty Dolla $ign,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,2025-03-06,43,50,-7,86,96,10,11.627906976744185,42,2025-03-15,8,15,0.8888888888888888,3.1815796359028696,5.084754521963824
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2024-12-28,46,50,-4,85,82,-3,-3.5294117647058822,30,2025-02-14,20,78,0.4166666666666667,5.975407758925636,5.083333333333333
Ditto - NewJeans,Ditto,NewJeans,2025-03-26,50,49,1,82,81,-1,-1.2195121951219512,30,2025-10-15,19,225,0.09359605911330049,3.817423381600431,5.06871921182266
Ditto - NewJeans,Ditto,NewJeans,2025-03-11,50,49,1,85,83,-2,-2.3529411764705883,30,2025-10-15,19,240,0.0871559633027523,3.7655220465925927,5.067431192660551
Promise - Jimin,Promise,Jimin,2024-06-10,50,50,0,77,77,0,0.0,31,2024-06-22,19,33,1.5833333333333333,5.890868523536341,5.066666666666666
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-06-14,50,50,0,78,78,0,0.0,30,2025-09-02,20,130,0.25,5.131889411058625,5.05
Ditto - NewJeans,Ditto,NewJeans,2025-07-26,45,50,-5,79,78,-1,-1.2658227848101267,30,2025-10-15,20,103,0.24691358024691357,5.372357231441541,5.049382716049383
Father - Lim Young Woong,Father,Lim Young Woong,2024-11-01,47,43,4,57,57,0,0.0,28,2024-12-02,15,119,0.4838709677419355,3.2865189064972213,5.046774193548387
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-05-13,47,50,-3,85,85,0,0.0,30,2025-09-02,20,162,0.17857142857142858,4.689010527594405,5.035714285714286
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-02-10,46,49,-3,84,84,0,0.0,29,2025-06-03,20,246,0.17699115044247787,3.066372371507138,5.035398230088496
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-06-09,48,48,0,58,58,0,0.0,28,2024-12-08,20,257,0.10989010989010989,2.7509004408571323,5.021978021978022
Love Always Run Away - Lim Young Woong,Love Always Run Away,Lim Young Woong,2024-06-05,47,48,-1,58,58,0,0.0,28,2024-12-08,20,261,0.10752688172043011,2.7296165020796046,5.021505376344086
Promise - Jimin,Promise,Jimin,2024-06-08,42,50,-8,77,77,0,0.0,31,2024-06-22,19,35,1.3571428571428572,5.784722137154181,5.021428571428571
Ditto - NewJeans,Ditto,NewJeans,2025-03-18,49,50,-1,83,82,-1,-1.2048192771084338,30,2025-10-15,20,233,0.0947867298578199,3.800254974317182,5.018957345971564
Ditto - NewJeans,Ditto,NewJeans,2025-02-16,42,50,-8,85,85,0,0.0,30,2025-10-15,20,263,0.08298755186721991,3.7316997454776297,5.016597510373444
double take - Dhruv,double take,Dhruv,2025-10-03,49,48,1,82,82,0,0.0,30,2025-10-21,18,37,1.0,6.384230572277289,5.0
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-04-27,48,45,3,80,80,0,0.0,29,2025-06-03,16,170,0.43243243243243246,3.074284105435863,4.986486486486487
Ditto - NewJeans,Ditto,NewJeans,2025-07-24,49,45,4,79,79,0,0.0,30,2025-10-15,15,105,0.18072289156626506,5.360277067403701,4.986144578313253
Face-off - Jimin,Face-off,Jimin,2025-06-02,49,49,0,73,73,0,0.0,30,2025-06-19,19,49,1.1176470588235294,5.777661945027626,4.973529411764706
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2025-01-26,48,49,-1,84,84,0,0.0,30,2025-02-14,19,49,1.0,5.675112029883122,4.95
